"NOTICEID","REFERENCENUMBER","DATEPUBLISHED","VALUEMIN","VALUEMAX","STATUS","URL","ORG_NAME","ORG_CONTACTEMAIL","TITLE","DESCRIPTION","NOTICETYPE","REGION","NOTICE_STATE","NOTICE_STATE_CHANGE_DATE","CLASSIFICATION","NUM_DOCS"
"1735396","1244","06/02/2015","10000.00","10000.00","Replaced","http://data.gov.uk/data/contracts-archive/contract/1735396/","Department for Education","standards.mailbox@education.gsi.gov.uk.","Phonics partnership grants (grant available to primary schools only)","The phonics partnership grants are for primary schools that achieve excellence in teaching early reading through systematic synthetic phonics to work with partner schools to improve the quality of phonics teaching.","Below OJEU: Contract","England","Open","06/02/2015","80100000","2",
"1737002","CA2803","06/02/2015","0.00","0.00","Live","http://data.gov.uk/data/contracts-archive/contract/1737002/","West Suffolk Hospital NHS Trust","debbie.stevenson@wsh.nhs.uk","Funeral Services","Competition Title : Funeral Services<br>
Competition Notes : Providers for funeral services for the West Suffolk NHS Foundation Trust<br>
<br>
For full details, see how to apply below.","Below OJEU: Contract","Southgate","Open","06/02/2015","98371000","0",
"1717533","1238","23/01/2015","1000.00","10000.00","Replaced","http://data.gov.uk/data/contracts-archive/contract/1717533/","Department for Education, NCTL","ITT.recruitment@education.gsi.gov.uk","Grant for the development of ‘opt-in’ undergraduate initial teacher training (ITT) courses. Please note this is for a grant and not a contract.","Seed-funding is being offered by the National College for Teaching and Leadership (NCTL) to successful bidders to support the rapid development and expansion of undergraduate physics with QTS degree courses to increase the number of physics teachers","Below OJEU: Contract","England","Closed","06/02/2015","80000000","1",
"1737004","1238","06/02/2015","1000.00","10000.00","Archived","http://data.gov.uk/data/contracts-archive/contract/1737004/","Department for Education, NCTL","ITT.recruitment@education.gsi.gov.uk","Grant for the development of ‘opt-in’ undergraduate initial teacher training (ITT) courses. Please note this is for a grant and not a contract.","Seed-funding is being offered by the National College for Teaching and Leadership (NCTL) to successful bidders to support the rapid development and expansion of undergraduate physics with QTS degree courses to increase the number of physics teachers","Below OJEU: Contract","England","Closed","06/02/2015","80000000","2",
"1737003","RA-0093","06/02/2015","22852.00","22852.00","Live","http://data.gov.uk/data/contracts-archive/contract/1737003/","Royal Armouries","procurement@armouries.org.uk","Delivery of Equine Events - Medieval Joust and Mêlée","The provision of a medieval joust and mêlée, a four-days tournament over the Easter Bank Holiday 2015 from 3rd - 6th April. The contract includes all essential components to create a world class jousting and equine event at Royal Armouries Museum, L","Below OJEU: Contract Award","Leeds","Published","06/02/2015","92500000|92000000|92300000|92310000","0",
"1737006","AA/J2/PWT/1/2015","06/02/2015","0.00","0.00","Live","http://data.gov.uk/data/contracts-archive/contract/1737006/","Newcastle-under-Lyme Borough Council","andrew.arnott@newcastle-staffs.gov.uk","Servicing and Maintenance of Pool filtration systems, Water Treatment systems and Moveable floor.","
<p>Jubilee2 facility is located on Brunswick Street in Newcastle under Lyme Staffordshire. A £10.5 million capital investment project in a swimming and health facilities, Jubilee2 opened to the public on 9th January 2012.</p>
<p>The Council are n","Below OJEU: Contract","Stoke-on-Trent","Open","06/02/2015","45259000|90733000|65123000|65121000|65120000|50324200|50530000","0",
"1737008","PCFYA2015-WH","06/02/2015","0.00","0.00","Live","http://data.gov.uk/data/contracts-archive/contract/1737008/","Public Catalogue Foundation","alice.payne@thepcf.org.uk","Public Catalogue Foundation - Your Art ITT for Digital Services (Web Hosting)","
<p>The Public Catalogue Foundation (PCF) wishes to establish a series of agreements for the provision of digital services (the Services) in relation to the Your Art (working title) project.</p>
<p>Your Art is a partnership project to showcase the","Below OJEU: Contract","United Kingdom","Open","06/02/2015","72400000|72422000","0",
"1737005","PCFYA2015-CP","06/02/2015","0.00","0.00","Live","http://data.gov.uk/data/contracts-archive/contract/1737005/","Public Catalogue Foundation","alice.payne@thepcf.org.uk","Public Catalogue Foundation - Your Art ITT for Digital Services (Collections Portal)","
<p>The Public Catalogue Foundation (PCF) wishes to establish a series of agreements for the provision of digital services (the Services) in relation to the Your Art (working title) project.</p>
<p>Your Art is a partnership project to showcase the","Below OJEU: Contract","United Kingdom","Open","06/02/2015","72400000|72212220","0",
"1737007","PCFYA2015","06/02/2015","0.00","0.00","Live","http://data.gov.uk/data/contracts-archive/contract/1737007/","Public Catalogue Foundation","alice.payne@thepcf.org.uk","Public Catalogue Foundation - Your Art ITT for Digital Services","
<p>The Public Catalogue Foundation (PCF) wishes to establish a series of agreements for the provision of digital services (the Services) in relation to the Your Art (working title) project.</p>
<p>Your Art is a partnership project to showcase the","Below OJEU: Contract","United Kingdom","Open","06/02/2015","72400000|72212220","0",
"1737009","14/006","06/02/2015","0.00","0.00","Live","http://data.gov.uk/data/contracts-archive/contract/1737009/","Harlow District Council","tina.mcdermott@harlow.gov.uk","MOT Compliance Testing of Hackney Carriage and Private Hire Vehicles","
<p>In accordance with the provisions of the Local Government (Miscellaneous Provisions) Act 1976 Harlow District Council (“the Licensing Authority”) is seeking to appoint a suitably qualified and experienced Contractor to undertake MOT and Complia","Below OJEU: Contract","Essex","Open","06/02/2015","50100000","10",
"1737010","WSCC - 000536","06/02/2015","0.00","0.00","Live","http://data.gov.uk/data/contracts-archive/contract/1737010/","West Sussex County Council","sam.pickford@westsussex.gov.uk","WSCC SP Care and Support at Home","Framework Agreement for the Provision of Care and Support at Home Services. The procurement covers the delivery of the Services to residents entitled to such a service either from the Council or from the CCGs. The Commissioners want to ensure that, ","Below OJEU: Contract","Chichester South","Open","06/02/2015","85000000|85312000|85312500|98000000|85323000|85312200|85310000|85300000|85312400|85320000","0",
"1737011","RA171499","06/02/2015","0.00","0.00","Live","http://data.gov.uk/data/contracts-archive/contract/1737011/","South Western Ambulance Service NHS Foundation Trust","Yasir.Ali@nhs.net","CRS, Technical Services Provider","Competition Title : CRS, Technical Services Provider<br>
Competition Notes : Please quote to provide Technical Services to the Department of Health - Control Room Solutions (CRS) Programme.
<br>
<br>
For full details, see how to apply below.","Below OJEU: Contract","St Loyes","Open","06/02/2015","79000000","0",
"1731341","ART005-0027","07/02/2015","163944.00","163944.00","Live","http://data.gov.uk/data/contracts-archive/contract/1731341/","","procurement@biglotteryfund.org.uk","Internal Audit Services (ART005-0027)","This is a contract for the internal audit services, including but not limited review and evaluation of risk management, control and governance which comprises the ACE’s policies, procedures and operations.
","Published Contract Doc Set","United Kingdom","Published","07/02/2015","79212200","1",
"1733247","ART005-0045","07/02/2015","500000.00","500000.00","Live","http://data.gov.uk/data/contracts-archive/contract/1733247/","","procurement@biglotteryfund.org.uk","Contract for Temporary Staff (ART005-0045)","Contract for engagement of administrative and clerical temporary staff","Published Contract Doc Set","United Kingdom","Published","07/02/2015","79620000","1",
"1731347","ART005-0022","07/02/2015","250000.00","250000.00","Live","http://data.gov.uk/data/contracts-archive/contract/1731347/","","procurement@biglotteryfund.org.uk","Financial Analysis and Business Plan Appraisal (ART005-0022)","The Service Provider will provide the following Services to Arts Council England: Arts Council England sought tenders from different service providers with expertise to provide an independent and impartial review of an organisation and its financial","Published Contract Doc Set","United Kingdom","Published","07/02/2015","66171000","7",
"1735426","ART005-0023","08/02/2015","657660.00","657660.00","Live","http://data.gov.uk/data/contracts-archive/contract/1735426/","","procurement@biglotteryfund.org.uk","Implementation of the new finance system (ART005-0023)","Implementation of the new finance system as well as provision of support and maintenance services to the new implemented finance system","Published Contract Doc Set","United Kingdom","Published","08/02/2015","72000000","1",
"1725549","ART005-0048","08/02/2015","149899.20","149899.20","Live","http://data.gov.uk/data/contracts-archive/contract/1725549/","","procurement@biglotteryfund.org.uk","Evaluation for Catalyst Funding Programme (ART005-0048)","The Service Provider will provide the following Services to Arts Council England: Evaluate Catalyst arts funding programme on behalf of Arts Council England to identify the impact of the investment against the over-arching programme aims and provide","Published Contract Doc Set","United Kingdom","Published","08/02/2015","73000000","1",
"1740816","L0628","08/02/2015","75000.00","75000.00","Live","http://data.gov.uk/data/contracts-archive/contract/1740816/","","gpsopssouth@ccs.gsi.gov.uk","L0628; HMT Internal Audit Services - Contract","This contract has already been awarded and is published for transparency purposes. The objective of the contract is to combine the knowledge and expertise of Treasury Group Internal Audit (TGIA) and the supplier to deliver the best possible internal","Published Contract Doc Set","United Kingdom","Published","08/02/2015","79212200","2",
"1740821","LSBU3/0611","09/02/2015","870000.00","4500000.00","Live","http://data.gov.uk/data/contracts-archive/contract/1740821/","","","LSBU3 SPARES LSBU3/0611","The Supply of Containerised Equipment Spares","Published Tender Doc Set","Donnington","Published","09/02/2015","65000000","4",
"1736975","P1921","09/02/2015","50000.00","50001.00","Archived","http://data.gov.uk/data/contracts-archive/contract/1736975/","Medicines and Healthcare Products Regulatory Agency","purchasing@nibsc.org","Water tank and Pressurisation Unit Replacement","The over view of the project is to replace the pressurisation unit along with the cold water tank which is situated in the North Block main plant room. The system is currently made up of two pumps, three expansion vessels, two pressure reducing valv","Below OJEU: Contract","Hertsmere","Open","09/02/2015","42122130|42122161","0",
"1740823","RM4994 SO7609 ","09/02/2015","249200.00","249200.00","Live","http://data.gov.uk/data/contracts-archive/contract/1740823/","","cclpcoe@ccs.gsi.gov.uk","Youth Offending Team Stock Take","The Ministry of Justice (MoJ) is the government department responsible for administration of the justice system, including the prisons, probation, courts and tribunals. The department’s remit includes responsibility for the efficient and effective d","Published Contract Doc Set","United Kingdom","Published","09/02/2015","79000000","2",
"1740825","1243","09/02/2015","1000000.00","1700000.00","Live","http://data.gov.uk/data/contracts-archive/contract/1740825/","Department for Education","paul.denis@education.gsi.gov.uk ","One year contracts (2015-2016), to support a range of services to support the Voluntary and Charity Sector (VCS).","Alongside the Voluntary and Community Sector grant prospectus, we are proposing to extend funding for a number of initiatives related to children in care and care leavers for a further year from April 2015 to March 2016. These are: Lot 1 - Young Car","Below OJEU: Contract","England","Open","09/02/2015","85000000","1",
"1731307","1243","03/02/2015","1000000.00","1700000.00","Replaced","http://data.gov.uk/data/contracts-archive/contract/1731307/","Department for Education","paul.denis@education.gsi.gov.uk ","One year contracts (2015-2016), to support a range of services to support the Voluntary and Charity Sector (VCS).","Alongside the Voluntary and Community Sector grant prospectus, we are proposing to extend funding for a number of initiatives related to children in care and care leavers for a further year from April 2015 to March 2016. These are: Lot 1 - Young Car","Below OJEU: Contract","England","Open","09/02/2015","85000000","1",
"1740826","CH (P2)","09/02/2015","1000000.00","5000000.00","Live","http://data.gov.uk/data/contracts-archive/contract/1740826/","Leicester City Council","procurement-asc@leicester.gov.uk","GB-Leicester: Care Homes (Phase 2)","Leicester City Council (the Council) is inviting expressions of interest from suitable organisations who are interested in tendering for the provision of Care Home Services at either one or two of its Elderly Persons Homes (EPHs). This opportunity r","Below OJEU: Contract","Leicester","Open","09/02/2015","85311100|85311000|85300000|98000000|85320000","0",
"1735425","UK SBS PS150030","09/02/2015","0.00","15000.00","Archived","http://data.gov.uk/data/contracts-archive/contract/1735425/","UK Shared Business Services Ltd.","","UK SBS PS150030 Review of UK Proof of Concept ","In July 2013 the Government responded to the House of Commons Science and Technology Select Committee inquiry ‘Bridging the Valley of Death: Improving the Commercialisation of Research’, by saying that ‘The Government agrees with the recommendation ","Below OJEU: Contract","United Kingdom","Closed","09/02/2015","73220000|73210000|73200000|73000000|71241000","4",
"1740830","00002729","09/02/2015","130000.00","150000.00","Live","http://data.gov.uk/data/contracts-archive/contract/1740830/","Warwickshire County Council","procurement@warwickshire.gov.uk","Door to Door and Household Waste Recycling Centre Canvassing","The Warwickshire Waste Partnership wishes to commission a contractor to plan, set up, manage and deliver a door to door and HWRC canvassing project. The main canvassing should ideally take place over the summer and will gather valuable information o","Below OJEU: Contract","Warwick","Open","09/02/2015","79342200|79310000","0",
"1740833","UEMS/2015/002SB ","09/02/2015","15000.00","17000.00","Archived","http://data.gov.uk/data/contracts-archive/contract/1740833/","University of Exeter (Procurement Services)","proc-services@exeter.ac.uk","UEMS/2015/002SB - Supply of Barcode labels and Thermal Transfer ribbons","NIHR Exeter Clinical Research Facility is a partnership between the University of Exeter Medical School and the Royal Devon and Exeter NHS Foundation Trust, dedicated to facilitating clinical and translational research. The CRF runs a large number o","Below OJEU: Contract","Devon","Closed","09/02/2015","22600000|22993000","0",
"1740835","1520","09/02/2015","50000.00","50000.00","Live","http://data.gov.uk/data/contracts-archive/contract/1740835/","Liverpool City Council","","Cruise Terminal Liverpool- Spigott Hinge Design Solution","Cruise Terminal Liverpool- Spigott Hinge Design Solution","Below OJEU: Contract Award","Liverpool","Published","09/02/2015","73000000","0",
"1740819","REQD1001289","09/02/2015","60000.00","100000.00","Replaced","http://data.gov.uk/data/contracts-archive/contract/1740819/","Bristol City Council","jane.iles@bristol.gov.uk","Programme Planned Maintenance (PPM) and Reactive Maintenance (RM) for Smoke Ventilation Systems","Bristol City Council, Housing Delivery are looking to enter into a contract for a 5-year period with a Smoke Vent Company to carry out Programmed Planned Maintenance (PPM) and Reactive Maintenance (RM) for Smoke Vents, Testing and Equipment comprisi","Below OJEU: Contract","Bristol, City of","Closed","09/02/2015","51700000|50413200|45343200|45343000","0",
"1740836","REQD1001289","09/02/2015","60000.00","100000.00","Live","http://data.gov.uk/data/contracts-archive/contract/1740836/","Bristol City Council","jane.iles@bristol.gov.uk","Programme Planned Maintenance (PPM) and Reactive Maintenance (RM) for Smoke Ventilation Systems","Bristol City Council, Housing Delivery are looking to enter into a contract for a 5-year period with a Smoke Vent Company to carry out Programmed Planned Maintenance (PPM) and Reactive Maintenance (RM) for Smoke Vents, Testing and Equipment comprisi","Below OJEU: Contract","Bristol, City of","Open","09/02/2015","51700000|50413200|45343200|45343000","0",
"1740822","TEST/DOSG/0001","09/02/2015","320000.00","320000.00","Live","http://data.gov.uk/data/contracts-archive/contract/1740822/","","DESWpnsTEST-Com1@mod.uk","Software Technical Support to WDA Lab","The contract is to cover 4 areas: Core Software Technical Support to WDA Lab WDALab General Developments WDALab Validation, Verification and Acceptance Major Developments","Published Contract Doc Set","Shrivenham","Published","09/02/2015","72231000","1",
"1740839","0060","09/02/2015","500000.00","500000.00","Live","http://data.gov.uk/data/contracts-archive/contract/1740839/","London Borough of Ealing","jonesc@ealing.gov.uk","Short Breaks for Children & Young People with Disabilities and their Carers","<b>Existing arrangement</b> <b></b>Heller House currently provides accommodation-based short breaks support services for children and young people with disabilities living in the London Borough of Ealing. An option is under consideration for the clo","Below OJEU: Contract","Inner London - West","Open","09/02/2015","85311300|98000000","0",
"1731285","ART005-0046","09/02/2015","11400.00","11400.00","Live","http://data.gov.uk/data/contracts-archive/contract/1731285/","","procurement@biglotteryfund.org.uk","Media Training Services (ART005-0046)","The Service Provider will provide bespoke media training sessions for Arts Council England&#39;s media and communications spokespeople. Sessions will be coordinated either around specific media requirements or will be scheduled for new colleagues at","Published Contract Doc Set","United Kingdom","Published","09/02/2015","80500000","1",
"1740843","1930","09/02/2015","4420.00","4420.00","Archived","http://data.gov.uk/data/contracts-archive/contract/1740843/","London Borough of Waltham Forest","tobias.newland@walthamforest.gov.uk","Borough Cycle Count 2014","Borough Cycle Count 2014","Below OJEU: Contract Award","Chapel End","Published","09/02/2015","34970000|34972000|63712710","0",
"1740844","AHH/PH2","09/02/2015","0.00","0.00","Archived","http://data.gov.uk/data/contracts-archive/contract/1740844/","Centre for Environment, Fisheries &amp; Aquaculture Science","procure@cefas.co.uk ","Analysis of seawater, sediment and biological samples for the presence of silver","Cefas has a requirement for seawater, sediment and biological samples to be analysed for the presence of silver.","Below OJEU: Contract","United Kingdom","Closed","09/02/2015","77000000|77800000","1",
"1714419","RA170425","21/01/2015","0.00","0.00","Retracted","http://data.gov.uk/data/contracts-archive/contract/1714419/","Shropshire Healthcare Procurement Service","stephaniebentley@nhs.net","Single Use Surgical Instruments ","Competition Title : Single Use Surgical Instruments <br>
Competition Notes : NHS Terms and Conditions for the Provision of Goods will apply to this Contract. Please find a copy attached.<br>
<br>
For full details, see how to apply below.","Below OJEU: Contract","Bowbrook ","Closed","09/02/2015","33000000","0",
"1740846","RA170425","09/02/2015","0.00","0.00","Archived","http://data.gov.uk/data/contracts-archive/contract/1740846/","Shropshire Healthcare Procurement Service","stephaniebentley@nhs.net","Single Use Surgical Instruments ","Competition Title : Single Use Surgical Instruments <br>
Competition Notes : NHS Terms and Conditions for the Provision of Goods will apply to this Contract. Please find a copy attached.<br>
<br>
For full details, see how to apply below.","Below OJEU: Contract","Bowbrook ","Closed","09/02/2015","33000000","0",
"1740847","P/REF 00000094","09/02/2015","50000.00","55000.00","Archived","http://data.gov.uk/data/contracts-archive/contract/1740847/","English Heritage- Interpretation ","robert.youe@english-heritage.org.uk","Tintagel Castle Exhibition Fit Out ","English Heritage is inviting Tenders from suitable organisations to work to detailed design drawings supplied by Bright 3D (design consultants), and to manufacture and install a new exhibition at Tintagel Castle within the existing exhibition space.","Below OJEU: Contract","United Kingdom","Closed","09/02/2015","92521100","0",
"1721833","ART005-0041","09/02/2015","28000.00","28000.00","Live","http://data.gov.uk/data/contracts-archive/contract/1721833/","","procurement@biglotteryfund,.org.uk","Advocating for the value of arts and culture - Lot 2 (ART005-0041)","The Service Provider will provide the following Services to Arts Council England: Digital content dissemination and campaign evaluations services for &#39;Advocating for the value of arts and culture&#39; (Lot 2). The Service will include the follow","Published Contract Doc Set","United Kingdom","Published","09/02/2015","79342200|79340000","1",
"1740848","ASH/15/0050","09/02/2015","0.00","0.00","Live","http://data.gov.uk/data/contracts-archive/contract/1740848/","Any Qualified Provider (AQP) Hub","slcsu.aqpsupporthub@nhs.net","Any Qualified Provider (AQP) Non Obstetric Ultrasound Services - NHS Lincolnshire East CCG, NHS Lincolnshire West CCG, NHS South Lincolnshire CCG and NHS South West Lincolnshire CCG","The NHS Lincolnshire Clinical Commissioning Groups are seeking to extend the current provision of Non Obstetric Ultrasound services. Routine Scans: General abdominal, Gynaecology, Renal / bladder / prostate, Scrotal / testicular; Specialist Scans: M","Below OJEU: Contract","Lincolnshire","Open","09/02/2015","85000000","0",
"1740849","ASH/15/0051","09/02/2015","0.00","0.00","Live","http://data.gov.uk/data/contracts-archive/contract/1740849/","Any Qualified Provider (AQP) Hub","slcsu.aqpsupporthub@nhs.net","Any Qualified Provider (AQP) Magnetic Resonance Imaging Services - NHS Lincolnshire East CCG, NHS Lincolnshire West CCG, NHS South Lincolnshire CCG and NHS South West Lincolnshire CCG","The NHS Lincolnshire Clinical Commissioning Groups are seeking to extend the current provision of MRI services. This is a re-accreditation and reopening of the current AQP MRI service. All existing providers MUST reapply to continue providing this s","Below OJEU: Contract","Lincolnshire","Open","09/02/2015","85000000","0",
"1733318","ART005-0056","09/02/2015","49570.00","49570.00","Live","http://data.gov.uk/data/contracts-archive/contract/1733318/","","procurement@biglotteryfund.org.uk","Valuing the Health & Wellbeing Benefits of Public Libraries (ART005-0056)","The service provider will produce a detailed study into how libraries make an economic contribution through the benefits they offer to people’s health and wellbeing. This study will test and further develop elements of the ‘health and wellbeing’ log","Published Contract Doc Set","United Kingdom","Published","09/02/2015","73000000","1",
"1740851","RA171225","09/02/2015","0.00","0.00","Archived","http://data.gov.uk/data/contracts-archive/contract/1740851/","Shropshire Healthcare Procurement Service","charlotte.hill1@nhs.net","Carestream CS8100 Digital OPG","Competition Title : Carestream CS8100 Digital OPG<br>
Competition Notes : Please quoet to supply the stated equipment to Shropshire Community Health (Pilot Dental Service, Shrewsbury) Relocation &amp; Reinstallation required - site visit may be req","Below OJEU: Contract","Bowbrook ","Closed","09/02/2015","33000000","0",
"1731314","RA171225","03/02/2015","0.00","0.00","Retracted","http://data.gov.uk/data/contracts-archive/contract/1731314/","Shropshire Healthcare Procurement Service","charlotte.hill1@nhs.net","Carestream CS8100 Digital OPG","Competition Title : Carestream CS8100 Digital OPG<br>
Competition Notes : Please quoet to supply the stated equipment to Shropshire Community Health (Pilot Dental Service, Shrewsbury) Relocation &amp; Reinstallation required - site visit may be req","Below OJEU: Contract","Bowbrook ","Closed","09/02/2015","33000000","0",
"1740850","RM5031 SO7826","09/02/2015","71402.00","71402.00","Live","http://data.gov.uk/data/contracts-archive/contract/1740850/","","","RM5031 SO7826 Equipment Servicing","This procurement is for a yearly service and on-going call off maintenance contract for a variety of Gas Chromatograph Mass Spectrometer (GCMS) and thermal desorption and related equipment.","Published Contract Doc Set","St Albans","Published","09/02/2015","50400000","1",
"1740854","RA171543","09/02/2015","0.00","0.00","Archived","http://data.gov.uk/data/contracts-archive/contract/1740854/","Shropshire Healthcare Procurement Service","charlotte.hill1@nhs.net","Sterilzation Consumables","Competition Title : Sterilzation Consumables<br>
Competition Notes : Please quote to supply the Shrewsbury &amp; Telford Hospital NHS Trust for a 3 year contract starting 15/02/2015. Items for CSSD UNIT - QUEENSWAY, TELFORD. Quantities stated are a","Below OJEU: Contract","Bowbrook ","Closed","09/02/2015","33000000","0",
"1740857","3626498","09/02/2015","47225.00","47225.00","Live","http://data.gov.uk/data/contracts-archive/contract/1740857/","","minorworkssouth@noms.gsi.gov.uk","Emergency Replacement of a Steam Generator at HMYOI Glen Parva","Emergency steam generator replacement at HMYOI Glen Parva","Published Contract Doc Set","East Midlands","Published","09/02/2015","42163000","1",
"1740858","3628135","09/02/2015","150810.00","150810.00","Live","http://data.gov.uk/data/contracts-archive/contract/1740858/","","minorworkssouth@noms.gsi.gov.uk","Flooring Work at HMP Woodhill","Installation of flooring to house block 2a at HMP Woodhill","Published Contract Doc Set","Buckinghamshire CC","Published","09/02/2015","45432130","1",
"1740859","3628184","09/02/2015","21157.70","21157.70","Live","http://data.gov.uk/data/contracts-archive/contract/1740859/","","minorworkssouth@noms.gsi.gov.uk","Installation of fencing at HMP Highpoint","Installation of fencing at HMP Highpoint","Published Contract Doc Set","East of England","Published","09/02/2015","45340000","1",
"1740861","QC46201","09/02/2015","989000.00","989000.00","Live","http://data.gov.uk/data/contracts-archive/contract/1740861/","","CommercialCoE@TfL.gov.uk","Route Agreement QC46201","Provision of Bus Service Route Number 323 ","Published Contract Doc Set","London","Published","09/02/2015","60112000","1",
"1740860","WP852","09/02/2015","100.00","100.00","Live","http://data.gov.uk/data/contracts-archive/contract/1740860/","","gds-procurement@digital.cabinet-office.gov.uk","The Internet Business (trading under Tibus) - WP852","The Internet Business Ltd (trading as Tibus) - WP852","Published Contract Doc Set","Inner London","Published","09/02/2015","72000000","1",
"1740862","4020-1-Works/FM-SW-Contract Lot 2","09/02/2015","346324.42","346324.42","Live","http://data.gov.uk/data/contracts-archive/contract/1740862/","","minorworkssouth@noms.gsi.gov.uk","Provision of Minor Works to NOMS Kent & Sussex Estate Region SE2","Provision of minor works to NOMS Kent and Sussex estate Region SE2","Published Contract Doc Set","Kent","Published","09/02/2015","45000000","2",
"1740863","3298-4-Works/FM-SW-Contract","09/02/2015","647115.68","647115.68","Live","http://data.gov.uk/data/contracts-archive/contract/1740863/","","minorworkssouth@noms.gsi.gov.uk","Minor Works Programme NOMS Eastern Region SE4 Package 3","Provision of minor works projects for NOMS East of England estate Region SE4 package 3","Published Contract Doc Set","East of England","Published","09/02/2015","45000000","2",
"1707570","3298-4-Works/FM-SW-Contract","16/01/2015","647115.68","647115.68","Replaced","http://data.gov.uk/data/contracts-archive/contract/1707570/","","minorworkssouth@noms.gsi.gov.uk","Minor Works Programme NOMS Eastern Region SE4 Package 3","Provision of minor works projects for NOMS East of England estate Region SE4 package 3","Published Contract Doc Set","East of England","Published","09/02/2015","45000000","2",
"1740865","4338-1-Works/FM-SW-Contract","09/02/2015","399949.04","399949.04","Live","http://data.gov.uk/data/contracts-archive/contract/1740865/","","minorworkssouth@noms.gsi.gov.uk","Minor Works Programme Region SE4 Lot 3","Minor works programme for NOMS East of England estate region SE4 Lot 3","Published Contract Doc Set","East of England","Published","09/02/2015","45000000","2",
"1714395","4338-1-Works/FM-SW-Contract","21/01/2015","399949.04","399949.04","Replaced","http://data.gov.uk/data/contracts-archive/contract/1714395/","","minorworkssouth@noms.gsi.gov.uk","Minor Works Programme Region SE4 Lot 3","Minor works programme for NOMS East of England estate region SE4 Lot 3","Published Contract Doc Set","East of England","Published","09/02/2015","45000000","2",
"1740868","1041","09/02/2015","0.00","0.00","Live","http://data.gov.uk/data/contracts-archive/contract/1740868/","Leeds City Council","its.procurement@leeds.gov.uk","LCCITS140019: Concession contract for the provision of free public Wi-Fi","Leeds City Council is the second largest Metropolitan authority within the United Kingdom providing all local government services for the Metropolitan District of Leeds, with a population in excess of 750,000. The Council is seeking to award a conce","Below OJEU: Contract Award","Beeston and Holbeck","Published","09/02/2015","72000000","0",
"1740869","1335","09/02/2015","201248.70","201248.70","Live","http://data.gov.uk/data/contracts-archive/contract/1740869/","Leeds City Council","tony.bailey@leeds.gov.uk","DIP Housing Service SID 1301","DIP Housing Service SID 1301","Below OJEU: Contract Award","Leeds","Published","09/02/2015","85000000","0",
"1740867","RE140155NERC ","09/02/2015","29750.00","29750.00","Live","http://data.gov.uk/data/contracts-archive/contract/1740867/","UK Shared Business Services Ltd.","research@uksbs.co.uk","UK SBS RE140155NERC Development of a ‘Strategic Guide for Knowledge Integration for MSFD Implementation in the Celtic Seas’","Celtic Seas Partnership ","Below OJEU: Contract Award","Swindon","Published","09/02/2015","79342000|79312000|79310000|79300000","0",
"1740853","ITT 1586","09/02/2015","33900.00","33900.00","Live","http://data.gov.uk/data/contracts-archive/contract/1740853/","Public Health England","carole.miller@phe.gov.uk","Provision of Microfluidic Biofilm Analysis System ","PHE laboratory based at Porton Down, SP4 0JG requires a fully functioning microfluidic biofilm analysis system to perform high-throughput testing of anti-biofilm compounds and capable of live cell imaging for biofilm modelling experiments and associ","Below OJEU: Contract Award","Wiltshire","Published","09/02/2015","38000000","0",
"1646249","RM4023 PS200","09/02/2015","0.01","0.01","Live","http://data.gov.uk/data/contracts-archive/contract/1646249/","","info@ccs.gsi.gov.uk","Provision of Transforming Rehabilitation Programme - Financial Evaluation","Provision of Transforming Rehabilitation Programme - Financial Evaluation","Published Contract Doc Set","United Kingdom","Published","09/02/2015","79000000","2",
"1740870","2015/HPS/ 014/HCS","09/02/2015","10000.00","18000.00","Archived","http://data.gov.uk/data/contracts-archive/contract/1740870/","LONDON BOROUGH OF HACKNEY","Naleni.naidoo@hackney.gov.uk","EVENT MANAGEMENT SERVICES FOR THE HACKNEY ONE CARNIVAL 2015","The London Borough of Hackney is seeking an organisation to deliver event management services Hackney One Carnival which will take place in September 2015. This event will build on the success of the Hackney One Carnival 2014, which provided carniva","Below OJEU: Contract","Hackney","Open","09/02/2015","79952100|79952000","0",
"1740876","SP/15/683","09/02/2015","0.00","300000.00","Live","http://data.gov.uk/data/contracts-archive/contract/1740876/","Estate Management Dept","p.carter@lancaster.ac.uk","Refurbishment of Whewell Building B Floor","Lancaster University is seeking a Building Contractor for the Refurbishment of B floor within the Whewell Building, which consists of Offices, Laboratories and Public space. Please not that the majority of the works will be required to be carried ou","Below OJEU: Contract","University","Open","09/02/2015","45214400|45400000|45000000|45210000|45214630|45300000","0",
"1740884","RA171562","09/02/2015","0.00","0.00","Archived","http://data.gov.uk/data/contracts-archive/contract/1740884/","Shropshire Healthcare Procurement Service","charlotte.hill1@nhs.net","Vitrification kits","Competition Title : Vitrification kits<br>
Competition Notes : Please quote to supply the Fertility Unit at the Shrewsbury &amp; Telford Hospital NHS Trust for a 3 year contract stating 01/03/2015. Quantities stated are APPROX. P.A. based on histor","Below OJEU: Contract","Bowbrook ","Closed","09/02/2015","38000000","0",
